Award ID,Award Date,Recipient Name,Awarded$,Award Description,PoP Duration,Days Till End,PoP Status,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
N6833525C0106,2024-11-20 00:00:00,"DAVIS AIRCRAFT PRODUCTS CO., INC.",359362.1,"TIE DOWN,ROTARY WING BLADE",282,8,1-14,,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,333998 ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2024-11-20 00:00:00,2025-08-29 00:00:00,2024-11-20,CONT_AWD_N6833525C0106_9700_-NONE-_-NONE-,2024-11-20 00:00:00,N68335
N6833525C0168,2025-03-13 00:00:00,BELL BOEING JOINT PROJECT OFFICE,5521754.75,JAPAN PSE - FIREWIRE,1835,1617,>60,N6833519R0388,ONLY ONE SOURCE,NOT COMPETED,1.0,COST PLUS FIXED FEE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,"5995 CABLE, CORD, AND WIRE ASSEMBLIES: COMMUNICATION EQUIPMENT",334419 OTHER ELECTRONIC COMPONENT MANUFACTURING,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2025-01-15 00:00:00,2030-01-24 00:00:00,2025-03-13,CONT_AWD_N6833525C0168_9700_-NONE-_-NONE-,2025-03-13 00:00:00,N68335
N6833525C0192,2025-01-27 00:00:00,"AEROFORGE, INC",3070817.0,"BASE, UNIV TRANSPORT, CFM56",277,66,>60,N6833524R0642,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2025-01-27 00:00:00,2025-10-31 00:00:00,2025-04-23,CONT_AWD_N6833525C0192_9700_-NONE-_-NONE-,2025-01-27 00:00:00,N68335
N6833525C0214,2025-02-04 00:00:00,SHIELD AI INC,637516.0,SAI BAA CONTRACT,208,5,1-14,N6833524R0067,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2025-02-04 00:00:00,2025-08-31 00:00:00,2025-05-09,CONT_AWD_N6833525C0214_9700_-NONE-_-NONE-,2025-02-04 00:00:00,N68335
N6833525C0238,2025-02-28 00:00:00,INTEGRATED CONSULTANTS INC,2535210.13,MQ-4C AVIONICS ACCESSORY SETS,390,211,>60,N6833524R0174,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,"5995 CABLE, CORD, AND WIRE ASSEMBLIES: COMMUNICATION EQUIPMENT",335929 OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2025-02-28 00:00:00,2026-03-25 00:00:00,2025-02-28,CONT_AWD_N6833525C0238_9700_-NONE-_-NONE-,2025-02-28 00:00:00,N68335
N6833525C0248,2025-04-03 00:00:00,"HYDRAULICS INTERNATIONAL, INC.",1680355.59,"TRUCK LIFT, AERIAL STORES",241,101,>60,N6833525R0366,ONLY ONE SOURCE,NOT COMPETED,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2025-04-03 00:00:00,2025-11-30 00:00:00,2025-04-03,CONT_AWD_N6833525C0248_9700_-NONE-_-NONE-,2025-04-03 00:00:00,N68335
N6833525C0255,2025-03-25 00:00:00,DANIELS MANUFACTURING CORPORATION,289295.0,"MAINTENANCE KIT,ELECTRICAL CONNECTOR",133,-40,Ended,N6833524Q0056,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,"5935 CONNECTORS, ELECTRICAL",332216 SAW BLADE AND HANDTOOL MANUFACTURING,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2025-03-06 00:00:00,2025-07-17 00:00:00,2025-03-25,CONT_AWD_N6833525C0255_9700_-NONE-_-NONE-,2025-03-25 00:00:00,N68335
N6833525C0372,2025-05-12 00:00:00,CHOCTAW DEFENSE MANUFACTURING LLC,834750.8,TWENTY (20) MHU-230/M SMALL MUNITIONS TRAILERS,279,178,>60,,ONLY ONE SOURCE,NOT COMPETED,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2025-05-12 00:00:00,2026-02-15 00:00:00,2025-05-12,CONT_AWD_N6833525C0372_9700_-NONE-_-NONE-,2025-05-12 00:00:00,N68335
N6833525F0021,2024-10-10 00:00:00,GREENE MACHINE & MANUFACTURING INC,349569.0,"F77 ""H"" CONNECTOR PACKAGE",182,-133,Ended,N6833523R0106,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2024-10-10 00:00:00,2025-04-10 00:00:00,2025-04-10,CONT_AWD_N6833525F0021_9700_N6833523D0040_9700,2024-10-10 00:00:00,N68335
N6833525F0024,2024-10-16 00:00:00,ION OPTICS INC,171000.0,LENS ASSEMBLY,182,-144,Ended,N6833524Q0654,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,333310 COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,Department of Defense,Department of the Navy,BPA CALL,2024-10-04 00:00:00,2025-04-04 00:00:00,2024-10-16,CONT_AWD_N6833525F0024_9700_N6833524A0040_9700,2024-10-16 00:00:00,N68335
N6833525F0025,2024-12-23 00:00:00,CALZONI S.R.L.,999600.66,FFG64 AFDL PARTS KIT,334,75,>60,,ONLY ONE SOURCE,NOT COMPETED,1.0,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,811219 OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,Department of Defense,Department of the Navy,DELIVERY ORDER,2024-12-05 00:00:00,2025-11-04 00:00:00,2024-12-23,CONT_AWD_N6833525F0025_9700_N6833521G0021_9700,2024-12-23 00:00:00,N68335
N6833525F0026,2024-11-05 00:00:00,"DIXEQUIP, INC.",447280.0,CLIN 0002 - PRODUCTION MODIFIED DIXEQUIP,71,-218,Ended,N6833519R0321,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,FIRM FIXED PRICE,,NAVAIR WARFARE CTR AIRCRAFT DIV,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2024-11-05 00:00:00,2025-01-15 00:00:00,2025-07-13,CONT_AWD_N6833525F0026_9700_N6833520D0005_9700,2024-11-05 00:00:00,N68335
N6833525F0042,2025-03-06 00:00:00,CALZONI S.R.L.,431645.37,BASIC ANGLE SW MOD,153,-21,Ended,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAIR WARFARE CTR AIRCRAFT DIV,1710 AIRCRAFT LANDING EQUIPMENT,811219 OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,Department of Defense,Department of the Navy,DELIVERY ORDER,2025-03-05 00:00:00,2025-08-05 00:00:00,2025-03-06,CONT_AWD_N6833525F0042_9700_N6833521G0021_9700,2025-03-06 00:00:00,N68335
