Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
12639523P0392,9/11/2023,"HUGHES VENTURES, INC",17429,2EA AIRPORT RUNWAY SWEEPERS DUPLEX PACKAGE,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,WS NWRC FORT COLLINS CO,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,333120 CONSTRUCTION MACHINERY MANUFACTURING,Department of Agriculture,Animal and Plant Health Inspection Service,PURCHASE ORDER,9/11/2023,10/12/2023,9/11/2023,CONT_AWD_12639523P0392_12K3_-NONE-_-NONE-,9/11/2023,126395
140P3023F0024,2/6/2023,CAPITAL TRACTOR INC,38093.05,USPP AVIATION COMPACT UTILITY TRACTOR,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,NCR REGIONAL CONTRACTING(30000),1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of the Interior,National Park Service,DELIVERY ORDER,2/6/2023,5/5/2023,1/16/2024,CONT_AWD_140P3023F0024_1443_47QMCA20D004S_4732,2/6/2023,140P30
33314723P00488487,3/17/2023,IRON MOUNTAIN INFORMATION MANAGEMENT LLC,35430.55,TRANSPORTING OF MT. WILSON TELESCOPE,,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NATIONAL AIR AND SPACE MUSEUM,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,493110 GENERAL WAREHOUSING AND STORAGE,Smithsonian Institution,Smithsonian Institution,PURCHASE ORDER,3/17/2023,5/1/2023,3/17/2023,CONT_AWD_33314723P00488487_3300_-NONE-_-NONE-,3/17/2023,333147
70B02C23P00000599,9/18/2023,GOVAGED INC.,66776.96,POWER SUPPLY FOR MANASSAS AIR BRANCH,20141621,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,6,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,OFFICE OF AIR AND MARINE OPERATIONS,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"335311 POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",Department of Homeland Security,U.S. Customs and Border Protection,PURCHASE ORDER,9/20/2023,11/30/2023,9/18/2023,CONT_AWD_70B02C23P00000599_7014_-NONE-_-NONE-,9/18/2023,70B02C
FA301623F0460,9/1/2023,"AVIATE ENTERPRISES, INC.",102571,TWO (2) TOWBARLESS REMOTE CONTROLLED AIRCRAFT TUGS,FA301623U0340,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,,F3PT73 12 MXG,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,333120 CONSTRUCTION MACHINERY MANUFACTURING,Department of Defense,Department of the Air Force,DELIVERY ORDER,9/1/2023,11/17/2023,12/15/2023,CONT_AWD_FA301623F0460_9700_47QMCA20D000U_4732,9/1/2023,FA3016
FA460823P0077,9/12/2023,"WORLDWIDE ENTERPRISE, INC.",46890,TOW TRACTOR,FA460823QC052,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,8,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,F1G2A2  2 MXG CCR,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Air Force,PURCHASE ORDER,9/13/2023,1/21/2025,1/8/2025,CONT_AWD_FA460823P0077_9700_-NONE-_-NONE-,9/12/2023,FA4608
FA561323P0137,9/20/2023,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",1444200,ACQUIRING MOBILE AIRCRAFT ARRESTING SYSTEMS (MAAS) TRAILERS,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,8,FIRM FIXED PRICE,NO SET ASIDE USED.,435TH,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Air Force,PURCHASE ORDER,9/20/2023,11/19/2024,4/17/2025,CONT_AWD_FA561323P0137_9700_-NONE-_-NONE-,9/20/2023,FA5613
FA812623P0065,8/17/2023,"PDI GROUND SUPPORT SYSTEMS, INC.",32310,FOUR WHEEL RUNNING GEAR,FA812623Q0053,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,F3YCEB OC ALC OBC,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Air Force,PURCHASE ORDER,8/17/2023,2/16/2024,4/20/2024,CONT_AWD_FA812623P0065_9700_-NONE-_-NONE-,8/17/2023,FA8126
FA822023C0001,11/4/2022,"OSHKOSH AEROTECH, LLC",648750,MEXICO GROUND SUPPORT EQUIPMENT,FA822022R3000,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,F2DCCP AFLCMC WLDF,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,11/4/2022,5/3/2023,1/26/2023,CONT_AWD_FA822023C0001_9700_-NONE-_-NONE-,11/4/2022,FA8220
FA823223F0307,7/18/2023,"WRIGHT & WRIGHT MACHINERY CO., INC.",4157854.92,CHILE AGILEAIR-70 AIR CONDITIONING/COOLING CART,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,,F2DCBF AFLCMC WAM F16 FMS,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Air Force,DELIVERY ORDER,7/18/2023,7/18/2024,9/29/2023,CONT_AWD_FA823223F0307_9700_GS07F0564W_4730,7/18/2023,FA8232
