Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
70Z08125FELIZ0047,9/9/2025 0:00,A3 SYSTEMS CORPORATION,10832,10 AIRCRAFT JACKSTAND,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,5TH COAST GUARD DISTRICT OFFICE,1710 AIRCRAFT LANDING EQUIPMENT,336112 LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,9/9/2025 0:00,1/31/2026 0:00,9/10/2025,CONT_AWD_70Z08125FELIZ0047_7008_47QSWA18D008X_4732,9/9/2025 0:00,70Z081
FA462025P0010,1/14/2025,AANTILIA LLC,13891.84,THE CONTRACTOR SHALL PROVIDE THE BLAST DEFLECTOR AND ASSOCIATED COMPONENTS IAW THE ATTACHED ITEM LIST.,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,16,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,F1X301 92 CES,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Air Force,PURCHASE ORDER,1/9/2025,3/6/2025,3/24/2025,CONT_AWD_FA462025P0010_9700_-NONE-_-NONE-,1/14/2025,FA4620
FA481925F0009,2/6/2025,"HOLMES TOOL AND ENGINEERING, INC.",1332925,AIRCRAFT ARRESTING SYSTEMS PARTS PROCUREMENT,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,AFCEC EAST CEMR,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Air Force,BPA CALL,2/6/2025,9/30/2025,2/6/2025,CONT_AWD_FA481925F0009_9700_FA481921A0005_9700,2/6/2025,FA4819
N0038325FB403,2/19/2025,THE BOEING COMPANY,5032,"NRP,FWD LH FITTNG D",N0038325QT196,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVSUP WEAPON SYSTEMS SUPPORT,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2/19/2025,11/27/2026,2/19/2025,CONT_AWD_N0038325FB403_9700_N0038324GB401_9700,2/19/2025,N00383
N0038325FS401,10/18/2024,CANADIAN COMMERCIAL CORPORATION,94836,"LEVER ASSEMBLY,CABL",,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVSUP WEAPON SYSTEMS SUPPORT,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,10/18/2024,5/26/2026,10/22/2024,CONT_AWD_N0038325FS401_9700_N0038322DS401_9700,10/18/2024,N00383
N0038325FWX04,11/27/2024,"COX & COMPANY, INC.",20462.2,HYDROLIC THERMAL,,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVSUP WEAPON SYSTEMS SUPPORT,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,11/27/2024,2/2/2026,12/3/2024,CONT_AWD_N0038325FWX04_9700_N0038320GWX01_9700,11/27/2024,N00383
N0038325FXR0T,4/8/2025,THE BOEING COMPANY,123152.04,"NRP,FWD LH FITTNG D",N0038324QT477,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVSUP WEAPON SYSTEMS SUPPORT,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,4/8/2025,10/30/2026,4/14/2025,CONT_AWD_N0038325FXR0T_9700_N0038320GXR01_9700,4/8/2025,N00383
N0038325FYY04,10/16/2024,THE BOEING COMPANY,17297.38,"CYLINDER ASSEMBLY,A",,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVSUP WEAPON SYSTEMS SUPPORT,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,10/16/2024,7/12/2027,10/17/2024,CONT_AWD_N0038325FYY04_9700_N0038322GYY01_9700,10/16/2024,N00383
N0038325FZH04,3/12/2025,CANADIAN COMMERCIAL CORPORATION,29809.6,"CYLINDER,ACTUATING,",,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVSUP WEAPON SYSTEMS SUPPORT,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,3/12/2025,7/20/2026,4/29/2025,CONT_AWD_N0038325FZH04_9700_N0038321DZH01_9700,3/12/2025,N00383
N0038325FZH0A,5/20/2025,CANADIAN COMMERCIAL CORPORATION,43412.04,"CYLINDER,ACTUATING,",,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVSUP WEAPON SYSTEMS SUPPORT,1710 AIRCRAFT LANDING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,5/20/2025,9/28/2026,5/21/2025,CONT_AWD_N0038325FZH0A_9700_N0038321DZH01_9700,5/20/2025,N00383
