Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
12805B23F0097,3/17/2023,"SEVA TECHNICAL SERVICES, INC.",15776,VERTICAL LIFT FOR EDS MAINTENANCE,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,2,FIRM FIXED PRICE,,USDA ARS PA NBAF,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",423830 INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,Department of Agriculture,Agricultural Research Service,DELIVERY ORDER,3/17/2023,4/30/2023,3/17/2023,CONT_AWD_12805B23F0097_12H2_GS21F089BA_4732,3/17/2023,12805B
12905B23F0048,3/16/2023,"AMERICAN MATERIAL HANDLING, INC.",18484,"BATTERY POWERED 20"" MAN LIFT - RUNABOUT ELECTRIC AERIAL WORK PLATFORM",,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,3,FIRM FIXED PRICE,,USDA ARS PWA SWWRC,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED","333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Agriculture,Agricultural Research Service,DELIVERY ORDER,3/16/2023,3/20/2024,3/16/2023,CONT_AWD_12905B23F0048_12H2_GS07F0254U_4730,3/16/2023,12905B
140P5123F0053,7/10/2023,"AMERICAN MATERIAL HANDLING, INC.",14956,"SUPPLY, ELECTRIC SCISSOR LIFT FOR NPS, TUSKEGEE INSTITUTE NHS",,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,3,FIRM FIXED PRICE,,SER EAST MABO(51000),"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",333120 CONSTRUCTION MACHINERY MANUFACTURING,Department of the Interior,National Park Service,DELIVERY ORDER,7/10/2023,3/31/2024,7/10/2023,CONT_AWD_140P5123F0053_1443_47QMCA18D000G_4732,7/10/2023,140P51
15A00023PAQA00027,12/1/2022,ALLIANCE MATERIAL HANDLING INC,23760,PALLET HAND TRUCKS,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,"ATF, ASST DIRECTOR EPS","3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED","333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives Acquisition and Property Management Division",PURCHASE ORDER,12/1/2022,12/31/2022,12/1/2022,CONT_AWD_15A00023PAQA00027_1560_-NONE-_-NONE-,12/1/2022,15A000
15B20423F00000076,8/23/2023,"ATLAS TOYOTA MATERIAL HANDLING, LLC",34833,FCI FAIRTON: TRUST FUND WAREHOUSE FORLIFT,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,3,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,FCI FAIRTON,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED","333923 OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",Department of Justice,Federal Prison System / Bureau of Prisons,DELIVERY ORDER,8/22/2023,4/1/2024,8/23/2023,CONT_AWD_15B20423F00000076_1540_GS07F115AA_4732,8/23/2023,15B204
15B20523F00000133,9/7/2023,"ATLANTA FORK LIFTS, INC.",67931,FORKLIFT FOR FMC DEVENS,15B20523Q00000035,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,FMC DEVENS,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",326122 PLASTICS PIPE AND PIPE FITTING MANUFACTURING,Department of Justice,Federal Prison System / Bureau of Prisons,DELIVERY ORDER,9/7/2023,1/25/2024,9/7/2023,CONT_AWD_15B20523F00000133_1540_GS07F0199T_4730,9/7/2023,15B205
15B40123P00000102,8/29/2023,"SUPPLY KING USA, LLC",27318.58,"SCISSOR DOCK LIFT-  10,000 LBS LIFTING CAPACITY 96"" X 120"" PLATFORM SIZE 72"" LIFT HEIGHT 86"" X 118"" FRAME SIZE",,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,MCC CHICAGO,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",332510 HARDWARE MANUFACTURING,Department of Justice,Federal Prison System / Bureau of Prisons,PURCHASE ORDER,8/29/2023,12/22/2023,9/22/2023,CONT_AWD_15B40123P00000102_1540_-NONE-_-NONE-,8/29/2023,15B401
15B41423P00000093,5/16/2023,LIFT TRUCK CENTER INC,14811.71,WAREHOUSE LIFT MAINT AND REPLACEMENT PARTS,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,NO SET ASIDE USED.,USMCFP SPRINGFIELD,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED","333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Justice,Federal Prison System / Bureau of Prisons,PURCHASE ORDER,5/16/2023,7/5/2023,5/16/2023,CONT_AWD_15B41423P00000093_1540_-NONE-_-NONE-,5/16/2023,15B414
15B50223P00000386,9/21/2023,"WAREHOUSE RACK & SHELF, L.L.C.",19313,QUAD STEER TRAILER,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,FCC BEAUMONT,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",332999 ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,Department of Justice,Federal Prison System / Bureau of Prisons,PURCHASE ORDER,9/21/2023,1/12/2024,9/21/2023,CONT_AWD_15B50223P00000386_1540_-NONE-_-NONE-,9/21/2023,15B502
15B61523P00000093,8/23/2023,"OCTANE FORKLIFTS, INC.",29142.33,FY23 4 WHEEL ELECTRIC FORKLIFT FOR APPRENTICE PROG,UNISON # 1149316,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,17,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,FCC TUCSON,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED","333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Justice,Federal Prison System / Bureau of Prisons,PURCHASE ORDER,8/23/2023,3/21/2024,8/29/2023,CONT_AWD_15B61523P00000093_1540_-NONE-_-NONE-,8/23/2023,15B615
